Cleaned_Tweets,Retweets,Likes,Date
Yeah,79,2050,6/2/2022 5:57
Similar thing happened to X/PayPal in March 2000,70,1331,6/2/2022 5:47
"We’re using more GPTs, as they now run natively on Tesla TRIP chip vs needing to round trip to iGPU",553,15057,6/2/2022 3:01
As I said in 2018 …,224,5520,6/1/2022 18:02
"We are trying to accelerate sustainable energy, so what matters is how much someone can contribute to that goal. Personal choices are your own and are respected.",4187,67607,6/1/2022 16:05
Tesla scores 100/100 for 7th year in a row for LGBTQ equality,4795,64195,6/1/2022 15:58
I will donate to centrist candidates in both parties,547,9819,6/1/2022 6:47
Is this a reference to open primaries? I think those are a good idea. I am in favor of anything that would result in more centrist candidates being elected!,1103,24973,6/1/2022 6:41
The amazing part will be having an orbital rocket that is fully &amp; rapidly reusable with any payload at all!Everyone else gave up when they realized that their fully reusable payload&lt;0.We still have a long way to go.,345,5120,6/1/2022 6:23
"The specs on Wikipedia aren’t quite right, but close enough.Thrust, liftoff mass, length &amp; payload will grow over time.",466,10096,6/1/2022 6:07
"Yes, unless we encounter unexpected issues. 10.12.2 seems solid so far, but, as always, please be extremely vigilant.",138,2550,6/1/2022 6:03
They should pretend to work somewhere else,1415,15901,6/1/2022 5:15
I have yet to see an ESG list that *isn’t* fraudulent,1580,22328,6/1/2022 4:36
Just one at a time at first,680,17746,6/1/2022 2:01
Only a few weeks away. All Raptor 2 engines needed for first orbital flight are complete &amp; being installed.,945,13854,6/1/2022 0:10
Good interview,253,7413,5/31/2022 22:08
10 years since SpaceX’s first mission to,5452,63692,5/31/2022 20:23
Cybertruck body,1389,28451,5/31/2022 20:12
You’re humble bro. Billy’s sense of humor &amp; irreverence is a big part of why people love Dogecoin.,1220,11864,5/31/2022 18:09
Completely useless pos more like it,213,3872,5/31/2022 17:57
And Palmer always forgets to mention that he never wrote a single line of Dogecoin code …,327,3571,5/31/2022 17:56
"For AI and most things, Python. JavaScript for web stuff. For high performance or tight code, C/C++, spiced up with some assembly.",526,4577,5/31/2022 15:32
Yeah!,130,2641,5/31/2022 14:23
"Maybe if they do the opposite, Twitter will be a much better experience – just an idea",211,3188,5/31/2022 14:15
Yes,91,1995,5/31/2022 13:54
Checking,91,2053,5/31/2022 13:53
"My kids wrote better code when they were 12 than the nonsense script Jackson sent me. Like I said, if it’s so great, he should share it with the world and make everyone’s experience with Twitter better. If he does, you will see what I mean.Jackson Palmer is a tool.",632,7259,5/31/2022 13:45
"You falsely claimed ur lame snippet of Python gets rid of bots. Ok buddy, then share it with the world …",596,7844,5/31/2022 13:21
What’s going on,571,5044,5/31/2022 13:13
Very strange indeed!,398,6766,5/31/2022 7:35
Interesting,138,3089,5/31/2022 6:14
"Yeah, maybe a smidge higher …",626,19343,5/31/2022 5:41
"Yes. It’s safe to say that Mackenzie [ahem] Scott is not exactly a big fan of her ex-husband. Unfortunately, a lot of others are getting caught in the crossfire.",147,2446,5/31/2022 5:32
Feels like a Looney Tunes episode,211,3686,5/31/2022 5:13
Yup,116,2881,5/31/2022 5:13
"I support you, Bob! Some bots are good.",203,3612,5/31/2022 5:08
"Yeah, although I hesitate to admit that, because there are a lot of people that foam at the mouth if you even mention his name!",389,5572,5/31/2022 4:58
The Democrat vs Republican tribalism among otherwise intelligent people is most distressing.Demonizing everyone who would vote for an alternate party is not constructive.,737,7180,5/31/2022 4:55
True. Tesla was attacked by Romney in 2 of 3 presidential debates. Those lines were fed to him by a particular individual in the oil &amp; gas industry.The Dems turned negative over the past ~12 months. At least part of it is Mackenzie’s donation to PACs posing as charities.,454,4581,5/31/2022 4:48
I would be shocked if I’m *not* being spied on haha. My only ask is that anyone spying on me please not affect call quality too much or I can’t hear what’s being said!,1429,22319,5/31/2022 4:27
I’m just talking about the mid-term elections in November. Not sure that there is a third party candidate.It’s rather hard to support a party when prominent members of that party keep attacking me and sidelining Tesla &amp; SpaceX!,417,5725,5/31/2022 4:24
Literally …,44184,467257,5/31/2022 2:50
Our computer is made of meat!,584,10867,5/31/2022 0:42
It might be,161,3287,5/31/2022 0:40
"Tesla doesn’t advertise, the others do. They are … hesitant to bite the hand that feeds them.",1082,17941,5/31/2022 0:39
Tesla Plaid S cruising around Austin with volume at 11 is sublime,4104,92223,5/30/2022 19:10
Veridis Quo,4229,68209,5/30/2022 19:09
Tomorrow,134,2148,5/30/2022 18:32
"Mildly, so 6/10. It’s a slow meme day.",88,1958,5/30/2022 18:28
"I would, but the coward blocked me ",167,3445,5/30/2022 18:23
I miss them,32211,505538,5/30/2022 18:21
"The reason you’re not that funny is because you’re woke. Humor relies on an intuitive &amp; often awkward truth being recognized by the audience, but wokism is a lie, which is why nobody laughs.",2157,15540,5/30/2022 18:10
Less funny than SNL on a bad day. This could make a drunk person sober. Try harder!,295,6858,5/30/2022 17:55
"Still early stages on that. Getting Starship reliably to orbit, then achieving full &amp; immediate reusability of both stages is by far top priority.",248,3638,5/30/2022 17:44
"2029 feels like a pivotal year. I’d be surprised if we don’t have AGI by then. Hopefully, people on Mars too.",2073,32483,5/30/2022 17:35
"Well, if you make something that looks like a meme &amp; someone (not me) crops off your name, so it goes.Also, this is only a 6/10 meme, so maybe step down from that high horse!The selfless art of anonymous meme creators is something to be admired.",440,8045,5/30/2022 17:01
"Yeah, the public has no idea how much Tesla and SpaceX have been attacked/undermined, because we aren’t unionized (yet offer highest pay in industry!) and this administration would rather a company be dead than not unionized",1636,11009,5/30/2022 16:14
"I couldn’t agree more! There is such a thing as too much sentience for household appliances.Imagine giving advanced AI to a toilet with an implicit “maximize ” utility function, so it engages in deep societal manipulation just to get maximum  haha.",752,14454,5/30/2022 15:56
"I support free speech, but not any one candidate. In fact, I gave money to &amp; voted for Hillary &amp; then voted for Biden.However, given unprovoked attacks by leading Democrats against me &amp; a very cold shoulder to Tesla &amp; SpaceX, I intend to vote Republican in November.",3332,24444,5/30/2022 15:33
In remembrance of those who fell to preserve the light of freedom,34721,386715,5/30/2022 14:20
Sure,180,6708,5/30/2022 14:07
You can see almost everything from the public road,240,5720,5/30/2022 0:15
"Thanks I switched back to chronological Twitter, so now I see you.",161,3595,5/29/2022 23:48
"I swear my responsibility to the highest good for consciousness, while always re-examining what the highest good is",439,5174,5/29/2022 23:43
"Well, I’m happy I made people happy!",353,5343,5/29/2022 23:39
And remember that happiness is a choice,20470,233150,5/29/2022 23:33
Perhaps I will one day,165,4030,5/29/2022 23:31
How about tomorrow afternoon?,156,2959,5/29/2022 23:30
I dunno … that’s kind of a scary idea,389,11353,5/29/2022 23:27
Tomorrow will be the first sunrise of the rest of ur life – make it what u want,44296,423908,5/29/2022 23:24
"If the Universe is headed for heat death, then it really *is* all about the journey",1357,17672,5/29/2022 23:09
Spaceships that can take you to other planets and a sustainable energy Earth,696,10566,5/29/2022 22:28
"When thinking about deep time, what is more astounding is to think about how much time is ahead!",8623,117427,5/29/2022 22:24
"Human civilization, as measured by the first writing, only began ~5000 years ago, so since those trilobites existed, you could have had all human history 100,000 times over again",243,3669,5/29/2022 22:22
è così bello,471,12726,5/29/2022 21:07
Ave Maria,2702,48726,5/29/2022 20:43
Con te … partirò,5404,88159,5/29/2022 20:38
"Few seem to realize that China is leading the world in renewable energy generation and electric vehicles. Whatever you may think of China, this is simply a fact.",4146,56556,5/29/2022 19:27
"The “critics” seek not to critique, but rather to virtue signal. They are out of touch with the people and so lose their credibility with the people.",3351,30609,5/29/2022 17:03
Yes,159,3758,5/29/2022 15:02
Weird,116,2121,5/29/2022 13:53
"Our video clips are usually shorter than 30 seconds, but the overall point made by James is accurate. Tesla is probably labeling more images per week than any other project ever done and our rate of labeling is increasing rapidly.",682,10115,5/29/2022 13:34
I suspect that this is because the “algorithm” is not exactly genius vs intentional deboosting by people,1206,23325,5/29/2022 13:25
I had a car named Hubris once,409,8684,5/28/2022 23:35
I agree,128,4108,5/28/2022 23:24
"Wow, good for her for saving those people!",475,4929,5/28/2022 23:20
"Totally, these are very bot-friendly rules!",1431,30625,5/28/2022 21:56
Why do we still have so many paper documents in 2022!?,5496,106910,5/28/2022 21:52
We are much fluffier than we think,1215,32479,5/28/2022 16:20
Strange,425,15284,5/28/2022 16:15
"At first, I thought this was a parody ",1755,35771,5/28/2022 15:09
"Problem arose from optimizing application performance. Use of Linux page cache caused increasing memory fragmentation, eventually preventing mounting of dashcam. Patch to filesystem driver fixes this. Update coming soon.",146,2603,5/28/2022 15:08
"So many photons flying around, and yet so few",456,11051,5/28/2022 10:11
TRUE,207,4329,5/28/2022 9:37
"I hope they both move on. At their best, they are each incredible.",2003,60799,5/28/2022 3:23
Starships,377,10323,5/28/2022 3:16
TRUE,423,12104,5/28/2022 3:07
Haha ,537,20249,5/28/2022 2:55
Great idea!,130,3664,5/28/2022 2:54
Incentives matter,167,3517,5/28/2022 2:46
Pretty sure I saw that at Burning Man,322,11566,5/28/2022 2:44
"Seems like they would be pretty vulnerable to lions, given their yaw moment of intertia, but I guess they’re really tall and hard to reach?",265,5046,5/28/2022 1:19
We are all individuals!,580,7916,5/28/2022 1:09
TRUE,161,3545,5/28/2022 1:04
Giraffes are surreal,861,26543,5/28/2022 0:58
"He’s fine, I guess. Does seem like he’s spending a lot of time in the hot tub these days.If he wants to get to orbit, less partying and more work would be advisable.",401,6396,5/28/2022 0:49
Long-term potential of Tesla is high,1498,20776,5/28/2022 0:37
"It was $500M, but then Tesla went up a lot, so now it’s $1.5B to $2B to close it out",561,7188,5/28/2022 0:29
My companies don’t buy advertising,719,10235,5/28/2022 0:19
"Since Gates still has a multi-billion dollar short position against Tesla while claiming to help with global warming, I guess I have some trust issues with him too",4667,38751,5/28/2022 0:13
"True, they must have a scapegoat",144,2467,5/28/2022 0:05
"I do try my hardest to be good and sometimes I fear that untrue negative stories about me may cause others to excuse their bad behavior to their conscience, because they think I’m doing it too, but I’m not!",1079,10609,5/28/2022 0:04
"I know some of the people you mention and I think they’re good, but for sure not all billionaires are good, since we are dealing with humans after all.",640,10607,5/28/2022 0:01
"It was 96% in favor of me, until I commented. Ironically, there might be more left-wing bots following me than right-wing haha.",1040,23058,5/27/2022 22:16
V true,88,1870,5/27/2022 22:03
Yes,141,3037,5/27/2022 20:59
Great potential to lift people out of poverty. Providing Internet is teaching people to fish.,11088,155466,5/27/2022 20:56
One Starlink can provide Internet for an entire school of hundreds of students,17648,225153,5/27/2022 20:54
"No, Earth has more water than we could possibly use and desalination only costs $3 for 1000 gallons!",603,5307,5/27/2022 20:52
Good,52,1043,5/27/2022 20:48
Or a remote hospital,196,2841,5/27/2022 18:55
Yup!,47,933,5/27/2022 18:53
On the nose ,2054,64431,5/27/2022 18:39
Haha ,82,2056,5/27/2022 17:49
The most anti-human book ever written,968,14595,5/27/2022 17:48
Starlink approved by Nigeria  &amp; Mozambique ,15978,101105,5/27/2022 17:09
Tesla will not put a manufacturing plant in any location where we are not allowed first to sell &amp; service cars,793,8897,5/27/2022 16:05
We are waiting for government approval,366,6231,5/27/2022 16:01
Cool,328,8925,5/27/2022 15:58
Maybe one day,547,7403,5/27/2022 15:56
Starlink approved by The Philippines ,10919,95819,5/27/2022 15:34
"Tesla merch can be bought with Doge, soon SpaceX merch too",18879,199330,5/27/2022 15:27
  ,223,11542,5/27/2022 3:33
Hmm,200,3481,5/27/2022 2:01
Will discuss this and other improvements with Tesla audio engineering. The new Model S and X sound system is incredible.,394,11173,5/27/2022 1:31
"Ya know, it’s pretty damn great to be able to talk to people from all walks of life and many countries on Twitter!So much to be learned, even from the harshest critics. Basically … I’m just saying I love all you crazy people ",21498,325513,5/27/2022 1:22
Many insightful comments in the mentions,2106,56130,5/27/2022 1:20
For sure,167,4659,5/27/2022 0:51
"Yeah, I think that’s probably right. If it were up to me, I would delete charitable deduction. And class-action lawsuits.",141,2311,5/27/2022 0:50
I think this would actually work,103,2310,5/27/2022 0:45
"Based on past experience, about 12 to 18 months. Companies that are inherently negative cash flow (ie value destroyers) need to die, so that they stop consuming resources.",640,6067,5/27/2022 0:41
Fair,189,13525,5/27/2022 0:35
I’m genuinely curious,257,10848,5/27/2022 0:34
"Yes, but this is actually a good thing. It has been raining money on fools for too long. Some bankruptcies need to happen.Also, all the Covid stay-at-home stuff has tricked people into thinking that you don’t actually need to work hard. Rude awakening inbound!",1633,9542,5/27/2022 0:31
That would be awesome,98,2060,5/27/2022 0:25
"This would be a super bad idea, since stocks can swing wildly from one day to the next, eg Snapchat dropping 43%. Tesla is ~40% below ATH!However, eliminating estate tax dodges like GRATs would be good, since probability of kids being effective stewards of capital is lower.",199,3081,5/27/2022 0:19
"The degree to which the unions control the Dems is insane. It’s like watching a sock puppet “talk”, but the hand inside the sock is way too obvious!",674,5335,5/27/2022 0:07
. I dare you to run the same poll with your followers,14634,212106,5/27/2022 0:01
"In general, very true",201,9289,5/26/2022 23:58
Who do you trust less? Real question.,30882,179754,5/26/2022 23:54
Curses!,228,5712,5/26/2022 23:32
"A union is just another corporation. Far better for many companies to compete for your skills, so that you have maximum optionality.",339,4340,5/26/2022 23:30
Yup,41,1046,5/26/2022 23:23
If the reason for it is building products that make millions of people happy,3064,67600,5/26/2022 23:16
"Dogecoin Trillionaire, the Movie ",2215,16962,5/26/2022 23:11
Use of the word “billionaire” as a pejorative is morally wrong &amp; dumb ,9132,152637,5/26/2022 23:02
Yeah,215,5385,5/26/2022 22:55
"Maybe just require homicide insurance for a gun purchase? Minimum car insurance, which is basically homocide insurance, is required for car ownership.",297,4016,5/26/2022 22:52
Almost ten years ago,1805,63876,5/26/2022 22:43
"There is a sergeant making judgment calls about recruits before giving them a weapon, so that’s a reasonable barrier",86,2113,5/26/2022 21:56
"How about a middle ground, where the licensing standard for semi-auto rifles is a driver’s license, age 21 and no rap sheet? Basically, what is a reasonable way to make it harder for people with homicidal impulses to obtain body count maximizing weapons?",944,9711,5/26/2022 21:44
"To be more precise, I mean any semi-automatic gun with supersonic ammo and a large magazine",235,4479,5/26/2022 21:31
I have so much respect for the Tesla Shanghai team,330,5555,5/26/2022 19:18
Who controls the memesControls the Universe,7011,70697,5/26/2022 19:14
"I’m a fan of Jack btw. Wish he would stay on the board, but I understand that he needs to move on.",3306,80579,5/26/2022 17:23
(Of Twitter),3117,80565,5/26/2022 17:02
Jack off the board!,12199,188202,5/26/2022 17:00
Yes,466,19306,5/26/2022 16:38
Politics is a sadness generator,54675,520021,5/26/2022 16:36
Absolutely,1101,33037,5/26/2022 16:28
True haha,53,1250,5/26/2022 15:24
"Assault rifles should at minimum require a special permit, where the recipient is extremely well vetted imo",1892,31961,5/26/2022 7:46
A bit sad tbh,2571,75007,5/26/2022 7:38
Some good Cox jokes in this thread,283,9142,5/26/2022 7:37
"Absolutely. With competition, the consumer is the winner.",264,4440,5/26/2022 7:25
"If I were to own Twitter, it would be geared towards the middle 80% of the population, so technically the far left and far right would probably be dissatisfied",1126,12153,5/26/2022 6:59
"Human are absurdly concentrated on a tiny percentage of Earth’s surface. That’s why people in cities think Earth is “full” of people, when in fact it is basically empty.",1833,12215,5/26/2022 2:09
Great show!,826,24860,5/26/2022 2:03
"If Twitter was not truthful here, what else is not true? This is very concerning news.",1200,11506,5/26/2022 1:59
Exactly,116,2313,5/26/2022 1:50
"If birth rates remain unchanged, South Korea will be ~6% of its current population in three generations, with a majority of people over age 60",476,3480,5/26/2022 1:12
Landed back at Cape Canaveral(Humans for scale),13232,216362,5/26/2022 1:10
Falcon 9 going supersonic,11234,217286,5/26/2022 1:09
Good,434,11287,5/26/2022 0:55
Congratulations  and,830,16651,5/25/2022 23:45
We can’t be one of those lame one-planet civilizations!,1050,13461,5/25/2022 20:32
All   deployed successfully. Thanks for flying SpaceX!,2655,53448,5/25/2022 20:31
"With int/dex talismans &amp; physick. Throw moon to lower magic negation, followed by comet takes out almost anything fast.",272,6061,5/25/2022 19:27
That’s a good point. One could simply have a few reference human genomes and simply code each individual with a lossless compression delta!Could probably fit the DNA sequences of all humans alive today in a fairly small data storage system.,155,2198,5/25/2022 17:53
Exactly,426,8538,5/25/2022 17:40
"Indeed I did. However, I also think that Tesla has the potential to be the most valuable company ever. When Tesla’s market cap, making sustainable energy products, exceeds that of Aramco, producing fossil fuels, you know the future will be good for Earth.",1653,12328,5/25/2022 17:37
The Iron Man statue was given to SpaceX because part of Iron Man 2 was filmed in the rocket factory,2055,44893,5/25/2022 17:06
Yikes. Def not me.,721,13315,5/25/2022 15:28
Is there a comparison of the post-compression DNA size?,569,13892,5/25/2022 13:11
"Haha agreed, this will get smoothed out",109,2790,5/24/2022 22:17
What a dick move!,7343,79594,5/24/2022 22:16
Yeah,124,3039,5/24/2022 22:05
Italy will have no people if these trends continue,662,5351,5/24/2022 21:51
"South Korea and Hong Kong are experiencing the fastest population collapse. Note, 2.1 kids per woman is replacement rate.",628,4980,5/24/2022 20:24
"Lowest birth rate countries, according to World Bank",600,4018,5/24/2022 20:23
Population collapse is the biggest threat to civilization,20575,138498,5/24/2022 20:13
Exactly!,126,2809,5/24/2022 19:55
Wow,158,4775,5/24/2022 19:54
Definitely,1883,71533,5/24/2022 19:53
"Then why is it that the richer someone is, the fewer kids they have?",1360,30287,5/24/2022 18:56
"Contrary to what many think, the richer someone is, the fewer kids they have.I am a rare exception. Most people I know have zero or one kid.",9719,144956,5/24/2022 14:03
We just need to celebrate having kids,3051,28890,5/24/2022 13:58
USA birth rate has been below min sustainable levels for ~50 years,47335,328557,5/24/2022 13:51
Sigh,4552,110739,5/24/2022 13:48
"Starlink does work on vehicles in motion, including planes, but not yet reliably",1119,22242,5/24/2022 13:18
This will be a big deal over time,742,16111,5/24/2022 13:12
Yes,172,4071,5/24/2022 12:55
Instagram amplifies this,1759,38669,5/24/2022 12:50
Interesting,439,8790,5/24/2022 5:35
Equipped load will be lower if fast roll is needed,1329,15307,5/24/2022 4:24
Starman Roadster has traveled enough to have driven every road on Earth 52.8 times,422,5904,5/24/2022 0:50
Planes are very safe,2641,83663,5/24/2022 0:29
 ,135,4235,5/23/2022 23:35
Interesting,191,2911,5/23/2022 23:34
"Absolutely. Normal connectivity is often lost when there are wild fires, storms or flooding, but Starlink still works.",497,7173,5/23/2022 23:26
Haha ok but warranty is not valid in that case,153,5317,5/23/2022 23:23
"Yes, first countries in Africa to be announced coming soon. Starlink will serve everywhere on Earth that we’re legally allowed to serve.",545,6255,5/23/2022 23:21
"Starlink now available for RVs, campers &amp; other large vehicle users (note, antenna too big for cars)",9784,94128,5/23/2022 23:11
Yes,138,2969,5/23/2022 23:07
"I work. Yes, I am testing Starlink on the plane. Some polishing needed, but it’s working quite well.",358,6774,5/23/2022 23:06
"Astute observers of my plane (and there many) will note that I don’t use a flight attendant.Moreover, only fruit &amp; nuts are stocked on the plane. I use flights as an opportunity to fast.",3176,39024,5/23/2022 22:55
Netflix documentary about returning astronauts to orbit after Space Shuttle program ended,8915,104341,5/23/2022 13:55
"Power mage, but decent with a sword/katana. Will post pic of my build tomorrow.",803,29395,5/23/2022 3:27
"Elden Ring, experienced in its entirety, is the most beautiful art I have ever seen",26091,338420,5/23/2022 3:21
"Haha I don’t even have a burner twitter account! I do have a cheesy secret Instagram account, so I can click on links that friends send me.",2745,71495,5/22/2022 22:53
Yeah,182,5051,5/21/2022 23:46
Should be proportionate to electricity prices. Is this not the case?,313,5696,5/21/2022 23:41
"It’s accurate to say that incentives were an accelerant to EV adoption, but we started Tesla when there were no incentives &amp; gasoline was $2/gallon even in California.Tesla currently has a tax credit *disadvantage*, because the $7500 tax credit stopped applying to us years ago.",110,1286,5/21/2022 23:38
"It is accurate to say that incentives were an accelerant to EV adoption, but we started Tesla when there were no incentives &amp; gasoline was $2/gallon in California.Tesla currently has a tax credit *disadvantage*, because the $7500 tax credit stopped applying to us years ago.",656,6617,5/21/2022 21:23
Glad to hear that!,275,6042,5/21/2022 21:07
Oddly calming,178,5387,5/21/2022 17:22
Congratulations!,1787,46549,5/21/2022 15:38
Absolutely,706,11950,5/21/2022 14:50
"No, they still refuse to explain how they calculate that 5% of daily users are fake/spam! Very suspicious.",910,7795,5/21/2022 14:38
"I’m worried that Twitter has a disincentive to reduce spam, as it reduces perceived daily users",2412,33278,5/21/2022 14:31
Why is  ignoring this story?,4263,25789,5/21/2022 8:22
"Confusing-gate, more like it!Bottom line: A prominent lawyer working for the Clinton campaign fabricated Russia-Trump collusion using a retired MI6 spy &amp; some actual Russians. This is not ok!There may have been actual Russian interference, but still the above is not cool.",4699,21656,5/21/2022 7:54
He can be a little negative at times tbh,616,14178,5/21/2022 7:39
Words to live by,268,6023,5/21/2022 7:35
"True, owning Twitter probably won’t increase my life expectancy haha",797,10480,5/21/2022 7:14
Correct,276,6338,5/21/2022 3:44
Exactly,413,8474,5/21/2022 2:56
"I’ve just switched from moderate D to moderate R, as I think many independent voters have done. We will know the magnitude of this trend in November. I think it’s big.",6997,42101,5/21/2022 2:48
Their full name is “Business Insider Trading”. They always forget that last word for some reason. ,1736,18541,5/20/2022 23:27
They will,404,7623,5/20/2022 22:46
Accurate,3961,47263,5/20/2022 22:42
"Interesting, go on …",678,16140,5/20/2022 22:31
An homage to Catherine the Greatest,229,6828,5/20/2022 22:27
Yes,301,8024,5/20/2022 22:17
"Looking for hardcore streetfighters, not white-shoe lawyers like Perkins or Cooley who thrive on corruption. There will be blood.",13449,134561,5/20/2022 22:14
Good thread,271,6730,5/20/2022 21:39
I ‘member,332,8862,5/20/2022 21:37
Tesla FSD is the best real world AI,393,5806,5/20/2022 21:13
Please include links to cases you have tried,4493,76112,5/20/2022 21:11
"Hi Chad, long time no see!Fine, if you touch my wiener, you can have a horse.",6449,129397,5/20/2022 21:04
"My commitment:- We will never seek victory in a just case against us, even if we will probably win. - We will never surrender/settle an unjust case against us, even if we will probably lose.",8010,95458,5/20/2022 20:34
Tesla is building a hardcore litigation department where we directly initiate &amp; execute lawsuits. The team will report directly to me. Please send 3 to 5 bullet points describing evidence of exceptional ability.justice,22204,214590,5/20/2022 20:28
!!,509,4872,5/20/2022 20:06
Whether other senior campaign managers were aware or not is a separate question.What is *not* in question is that Sussmann charged the Clinton Campaign for his Russia hoax meeting with the FBI.Source document:,1487,5688,5/20/2022 20:03
I only heard about it last month and was blown away,4172,38248,5/20/2022 19:43
Sus man,20585,249480,5/20/2022 19:28
I am indeed out for blood,5313,39650,5/20/2022 19:26
"??Sussmann himself admitted billing Clinton Campaign to pay for him to present Russia hoax to FBI! This is not even questioned by the defense.Btw, I donated to &amp; voted for Hillary, so am doubly pissed off about those funds being used for lying.",3769,14475,5/20/2022 19:25
Doesn’t exactly scream “trustworthy”,388,5395,5/20/2022 18:52
. and  what say you?,2384,15431,5/20/2022 18:45
You are absolutely correct. That tweet is a Clinton campaign hoax for which their campaign lawyer is undergoing a criminal trial.,9353,36677,5/20/2022 18:39
"All true. Bet most people still don’t know that a Clinton campaign lawyer, using campaign funds, created an elaborate hoax about Trump and Russia. Makes you wonder what else is fake.",28455,91068,5/20/2022 18:36
"Their implied full name is Business Insider Trading! They just deleted the last word for being too obvious, but it’s true.",696,7748,5/20/2022 18:16
Worth watching this interview with  The May 16 date is important.,6210,51733,5/20/2022 17:52
Thanks for having me!,924,13894,5/20/2022 14:14
"Super excited to be in Brazil for launch of Starlink for 19,000 unconnected schools in rural areas &amp; environmental monitoring of Amazon!    ",52938,588231,5/20/2022 13:40
“hit piece”. Edit buttonnnnn!,561,9988,5/20/2022 12:57
!!,851,12276,5/20/2022 12:54
"Hi Jon! You’re a good dude, but obv die-hard Dem, so have to support the party, but this Adminstration has done everything it can to sideline &amp; ignore Tesla, even though we have made twice as many EVs as rest of US industry combined.",2042,23486,5/20/2022 12:43
"They began brewing attacks of all kinds as soon as the Twitter acquisition was announced.In my 30 year career, including the entire MeToo era, there’s nothing to report, but, as soon as I say I intend to restore free speech to Twitter &amp; vote Republican, suddenly there is …",18969,103696,5/20/2022 12:37
True (sigh),365,8384,5/20/2022 5:47
"Finally, we get to use Elongate as scandal name. It’s kinda perfect. ",25935,280993,5/20/2022 5:43
"No, it was clear that their only goal was a hit price to interfere with the Twitter acquisition. The story was written before they even talked to me.",1224,13850,5/20/2022 5:19
"Exactly. Moreover, the “friend” in question who gave the interview to BI, is a far left activist/actress in LA with a major political axe to grind.",1177,12121,5/20/2022 5:16
"But I have a challenge to this liar who claims their friend saw me “exposed” – describe just one thing, anything at all (scars, tattoos, …) that isn’t known by the public. She won’t be able to do so, because it never happened.",3113,23841,5/20/2022 4:24
"And, for the record, those wild accusations are utterly untrue",2191,21861,5/20/2022 3:50
The attacks against me should be viewed through a political lens – this is their standard (despicable) playbook – but nothing will deter me from fighting for a good future and your right to free speech,78978,714253,5/20/2022 3:28
Exactly,3142,80608,5/20/2022 3:15
I’m trying! Nice meme.,408,7549,5/19/2022 23:10
"To be clear, I’m spending &lt;5% (but actually) of my time on the Twitter acquisition. It ain’t rocket science!Yesterday was Giga Texas, today is Starbase. Tesla is on my mind 24/7.So may seem like below, but not true.",17605,250018,5/19/2022 22:36
Big update,703,15294,5/19/2022 22:27
Yup,387,8705,5/19/2022 22:21
I think I saw that boss in Elden Ring,1297,42504,5/19/2022 21:15
"Unless it is stopped, the woke mind virus will destroy civilization and humanity will never reached Mars",8330,49606,5/19/2022 18:30
Wise words,7601,76601,5/19/2022 17:40
"Good night, sweet maestro, and flights of angels sing thee to thy rest",6362,76446,5/19/2022 17:34
A true genius,380,10298,5/19/2022 17:33
It’s true haha,119,4278,5/19/2022 17:14
Indeed,222,6999,5/19/2022 16:04
I suggest no parties and just direct voting by the people of concise laws that everyone can understand,673,6734,5/19/2022 16:03
"This is what most people in America want, but unfortunately it’s not realistic. Generally, the party with less power (currently Republicans at national level) moves more toward center to win moderate votes, so control of House/Senate/President goes back &amp; forth over time.",4384,75343,5/19/2022 15:58
For sure,136,5846,5/19/2022 15:53
"This is a big one! Expect some two steps forward, one step back situations. These will be great ironed in point releases, hence ~10.12.2 or 10.13 for wider beta release.",502,8272,5/19/2022 15:51
A party more moderate on all issues than either Reps or Dems would be ideal,16652,240435,5/19/2022 15:48
"I was (obv) joking at the time, but fate loves irony!",414,6572,5/19/2022 14:48
"Judging by the relentless hatestream from the far left, this tweet was spot on",15028,217651,5/19/2022 14:38
Yale getsin wacktivist olympics,887,11887,5/19/2022 7:04
Yup,553,17796,5/19/2022 6:48
What I love most about wacktivists is their incredible sense of humor ,14285,225465,5/19/2022 5:16
A clear case of wacktivism,3522,76139,5/19/2022 5:01
Yup,4446,78225,5/19/2022 4:39
Another batch of Starlinks reach orbit,7076,107560,5/19/2022 1:07
 ,20865,343259,5/19/2022 1:05
"In the past I voted Democrat, because they were (mostly) the kindness party.But they have become the party of division &amp; hate, so I can no longer support them and will vote Republican.Now, watch their dirty tricks campaign against me unfold … ",119246,824287,5/18/2022 18:44
Pretty much. The dirty tricks attacks will be next-level.,1920,31061,5/18/2022 17:50
"I’m not surprised at all. That was to inoculate the public. As a prominent vaccine advocate, you should understand that.Yale is the epicenter of the woke mind virus attempting to destroy civilization.",9679,79192,5/18/2022 17:16
Despite Tesla doing more for the environment than any company ever!,28242,238438,5/18/2022 16:23
Political attacks on me will escalate dramatically in coming months,53450,636753,5/18/2022 16:22
Yes,156,3916,5/18/2022 16:21
. has lost their integrity,7185,101777,5/18/2022 16:18
Exactly,789,23256,5/18/2022 16:16
Insane,711,16326,5/18/2022 16:14
"Exxon is rated top ten best in world for environment, social &amp; governance (ESG) by S&amp;P 500, while Tesla didn’t make the list!ESG is a scam. It has been weaponized by phony social justice warriors.",41719,303379,5/18/2022 16:09
ESG is an outrageous scam! Shame on,1208,11417,5/18/2022 16:07
Even applied 2 urslf,2849,73613,5/18/2022 8:35
Or 14 times higher than Twitter’s 5% in my case ,844,12355,5/18/2022 8:00
So … [checks calculator] … that would be like 10 times more than 5%,2860,29830,5/18/2022 7:58
